Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52),N2X2(77)
3.4093506758769216e-20,0.08314471999999999,1.42884462665469e-14,3.814118591034273e-15,2.8960066147611474e-16,3.952283283726047e-36,5.911864204701465e-29,4.101234761975693e-42,4.89695932428465e-66,1.0697381997115415e-52,6.012827237132353e-122,7.559957014244174e-136,1.874958962108667e-56,0.054,0.0,0.0,0.05898523875170508,0.8799999999999981,5.428685785515207e-56,3.568602735451074e-86,4.127708684197094e-77,0.06599999999998543,8.172825705666888e-120,2.8960066147623287e-16,3.4024917622084373e-65,9.291270691456897e-96
6.818701396912319e-20,0.08314471999999999,2.857689260566488e-14,7.628237232585137e-15,5.792013267927268e-16,3.1618266540702475e-35,2.364745851584619e-28,3.280988037434986e-41,1.567027153112326e-64,1.711581248416118e-51,3.077839997164537e-119,4.612771192539017e-134,5.999868748565222e-55,0.054,0.0,0.0,0.0589852387516864,0.8799999999999962,1.7371794800515607e-54,3.568603195326107e-86,2.641733842196681e-75,0.06599999999997086,4.184504349793798e-117,5.792013267931997e-16,1.0887974411986041e-63,9.295693539604164e-96
1.3637402838983112e-19,0.08314471999999999,5.715378493384221e-14,1.525647451567716e-14,1.1584026574397464e-15,2.529461307967391e-34,9.458984623020912e-28,2.6247907488839175e-40,5.014487835847763e-63,2.738530337004136e-50,1.575102391424902e-116,4.565620444028984e-131,1.9199579785286036e-53,0.054,0.0,0.0,0.05898523875164904,0.8799999999999925,5.558974329545725e-53,3.5686620427045725e-86,1.690709975679896e-73,0.0659999999999417,2.142474422322896e-114,1.158402657441638e-15,3.4841522081481266e-62,9.304690139757373e-96
2.0456104281053904e-19,0.08314471999999999,8.573067691196094e-14,2.2884711798759488e-14,1.7376039881005613e-15,7.5093382177811345e-34,2.01003443271235e-27,7.505261619979581e-40,2.353445731234348e-62,1.0440647546286084e-49,8.990944913526298e-116,4.554813786079587e-130,9.185423921309811e-53,0.054,0.0,0.0,0.05898523875161167,0.8799999999999887,2.659513200799393e-52,3.2888615157925325e-81,9.50172184927503e-73,0.06599999999991255,1.223164711323325e-113,1.7376039881045812e-15,1.629964055969562e-61,8.567500173585349e-91
2.7274805723124697e-19,0.08314471999999999,1.1430756854002106e-13,3.0512949081832126e-14,2.3168053187751715e-15,1.6362452656127382e-33,3.428882598735122e-27,1.5830771559694282e-39,7.337536255107928e-62,2.809133436456317e-49,7.475879251994629e-115,2.969124249820488e-129,3.040058424670573e-52,0.054,0.0,0.0,0.058985238751574305,0.8799999999999849,8.802071219039186e-52,7.673963269001096e-81,3.3854772378410983e-72,0.06599999999988339,1.0170157984318334e-112,2.316805318782029e-15,5.2583823811467415e-61,1.9998861323709322e-90
4.091220860726628e-19,0.08314471999999999,1.7146135097457513e-13,4.576942364795462e-14,3.475207980156769e-15,4.749515196336192e-33,7.099067137831991e-27,4.323875255238682e-39,3.6172319250229114e-61,1.136202247127224e-48,2.3619110143237675e-113,8.755535255638259e-128,1.773776934060886e-51,0.054,0.0,0.0,0.05898523875149958,0.8799999999999772,5.13572731766399e-51,1.042583936230285e-80,2.0081439005354647e-71,0.06599999999982507,3.213502981374225e-111,3.4752079801709666e-15,2.894459947288329e-60,2.7206487713178284e-90
5.454961149140787e-19,0.08314471999999999,2.2861513212183893e-13,6.102589821404147e-14,4.633610641589096e-15,1.0386653957051783e-32,1.2073655947646168e-26,9.046994452516513e-39,1.1351257102122883e-60,3.0776598891681714e-48,1.423333030726942e-112,5.830470687890249e-127,5.901570228338612e-51,0.054,0.0,0.0,0.058985238751424855,0.8799999999999696,1.7087185597448348e-50,1.74349775361586e-80,7.1438715220857545e-71,0.06599999999976676,1.9367937545166905e-110,4.633610641613243e-15,9.28909398575506e-60,4.551409171108891e-90
6.818701437554945e-19,0.08314471999999999,2.857689118898631e-13,7.62823727800901e-14,5.792013303075779e-15,1.948677617193529e-32,1.8445821463599254e-26,1.6469709756624956e-38,2.9183461352998706e-60,6.913868614887266e-48,7.21893907804116e-112,3.093598271024776e-126,1.591278830049746e-50,0.054,0.0,0.0,0.05898523875135013,0.8799999999999619,4.607329217886419e-50,3.0177085961853188e-80,2.066084712657188e-70,0.06599999999970844,9.823790729424742e-110,5.79201330311267e-15,2.4272106026619674e-59,7.879196025903604e-90
9.546182014383263e-19,0.08314471999999999,4.00076467201557e-13,1.0679532191207035e-13,8.108818626215617e-15,5.331936810713488e-32,3.5470674908542414e-26,4.348490577190238e-38,1.6463457905458517e-59,2.6811100321790596e-47,2.3717740303226993e-110,1.8723797760685131e-124,9.381164472146438e-50,0.054,0.0,0.0,0.05898523875120067,0.8799999999999467,2.71618735401426e-49,3.67608779019503e-80,1.7258960301208586e-69,0.06599999999959182,3.2314645385317933e-108,8.108818626286561e-15,1.3577850316383224e-58,9.623015406946917e-90
1.227366259121158e-18,0.08314471999999999,5.143840169114282e-13,1.3730827104389544e-13,1.0425623949576221e-14,1.1240371138610152e-31,5.817183845915169e-26,9.015512548099348e-38,5.475193371136803e-59,7.1341821396067205e-47,1.6612861918700685e-109,1.5314096088645852e-123,3.1641501043683453e-49,0.054,0.0,0.0,0.05898523875105122,0.8799999999999315,9.161362321050643e-49,1.5533607245242233e-79,7.07819013695386e-69,0.06599999999947519,2.264440777862168e-107,1.0425623949692564e-14,4.488334168571925e-58,4.0595299351350565e-89
1.7728623744868214e-18,0.08314471999999999,7.429990995280659e-13,1.9833416930708012e-13,1.5059234596959616e-14,3.4286616467486534e-31,1.2060073672656962e-25,2.7089027844343115e-37,3.747539058679594e-58,3.197710181763818e-46,6.355002083643897e-108,1.0018217749878906e-121,2.1645849165028932e-48,0.054,0.0,0.0,0.05898523875075231,0.879999999999901,6.267258850742692e-48,2.127051661380698e-78,7.57045226056993e-68,0.06599999999924194,8.681054408367836e-106,1.5059234597200815e-14,3.0055344098393805e-57,5.565984687948535e-88
2.8638546052181486e-18,0.08314471999999999,1.2002291975494556e-12,3.2038596583158766e-13,2.4326455894375147e-14,1.4877253605120204e-30,3.135645032748521e-25,1.1646463999762276e-36,4.8734372657911023e-57,2.3209829961420703e-45,6.577305387338153e-106,2.043796431166621e-119,2.7277672221994557e-47,0.054,0.0,0.0,0.058985238750154496,0.8799999999998399,7.897876883718533e-47,2.7477451200467173e-77,1.8210227041648957e-66,0.06599999999877544,9.030168454286104e-104,2.432645589500227e-14,3.7399152696432984e-56,7.227474079913035e-87
5.045839066680803e-18,0.08314471999999999,2.11468912474698e-12,5.644895588731553e-13,4.286089849980107e-14,8.410943680762583e-30,9.719154263148019e-25,6.558285837143877e-36,9.62825514698051e-56,2.380903599130695e-44,1.3389734897534503e-103,8.295981368848817e-117,5.226816151048801e-46,0.054,0.0,0.0,0.05898523874895886,0.8799999999997179,1.5133534626445552e-45,4.3594079692128385e-76,7.0442403414481475e-65,0.06599999999784245,1.856978139582267e-101,4.2860898501744884e-14,7.12993646626754e-55,1.158546308181675e-85
9.40980798960611e-18,0.08314471999999999,3.943607903762558e-12,1.0526967449265011e-12,7.992978375303231e-14,5.59266863075218e-29,3.378323858245172e-24,4.3549726408372555e-35,2.393969843247248e-54,3.0031294842492755e-43,4.0949226797325457e-101,5.068712622319696e-114,1.2761965230243313e-44,0.054,0.0,0.0,0.058985238746567595,0.8799999999994738,3.695054956615519e-44,6.947332298437149e-75,3.477327292092959e-63,0.06599999999597646,5.7933832245902266e-99,7.99297837597889e-14,1.7380522782130532e-53,1.884498394581966e-84
1.8137745835456728e-17,0.08314471999999999,7.601441160282708e-12,2.0291111169140347e-12,1.5406755442901186e-13,4.067246811406177e-28,1.255007684198166e-23,3.1659433520433422e-34,6.728094629703801e-53,4.246848515700107e-42,2.013990939547554e-98,4.980698848138139e-111,3.5534850693108745e-43,0.054,0.0,0.0,0.05898523874178508,0.8799999999989856,1.0288646103923509e-42,8.830448522462393e-75,1.9484758306752024e-61,0.06599999999224448,2.961684475300756e-96,1.5406755445411162e-13,4.8373275764456795e-52,2.5798333487032206e-84
3.559362152715796e-17,0.08314471999999999,1.491709046731784e-11,3.981939860412469e-12,3.023430964590366e-13,3.1000566485666744e-27,4.833022180201899e-23,2.4128978331080878e-33,2.0155782021720566e-51,6.380175317223384e-41,8.553970349393235e-96,4.2271855040566264e-108,1.0596255987498916e-41,0.054,0.0,0.0,0.05898523873222005,0.8799999999980092,3.068011294004849e-41,2.352456069516215e-74,1.1657388411756339e-59,0.06599999998478055,1.3534508751782808e-93,3.0234309655569397e-13,1.4423226026439258e-50,7.51039040776767e-84
7.050537291056042e-17,0.08314471999999999,2.9548320257669976e-11,7.887597345502807e-12,5.988941832313266e-13,2.42029519396864e-26,1.8964423236861847e-22,1.8838704831294624e-32,6.239175931641805e-50,9.888911995782984e-40,3.625482215571113e-93,3.568257569709386e-105,3.272346959671822e-40,0.054,0.0,0.0,0.05898523871309006,0.8799999999960563,9.474698823159982e-40,1.0632394365543553e-72,7.21195043942367e-58,0.06599999996985279,6.546148310577358e-91,5.988941836105907e-13,4.454309083901871e-49,3.6848211754264375e-82
1.0541712429396288e-16,0.08314471999999999,4.417945828345692e-11,1.1793254828051104e-11,8.954452736199078e-13,7.63778499627551e-26,4.23972560333405e-22,5.945180029717859e-32,3.449848803497671e-49,4.333488259505716e-39,4.11961168294076e-92,4.518426215090171e-104,1.8496016298669016e-39,0.054,0.0,0.0,0.05898523869396016,0.8799999999941034,5.355317886383652e-39,4.397462266865425e-71,4.865953218666468e-57,0.0659999999549251,7.651554798404075e-90,8.954452744677763e-13,2.5177269603697463e-48,1.5286206086364041e-80
1.4032887567736534e-16,0.08314471999999999,5.881050454522674e-11,1.569891230805735e-11,1.19199636762474e-12,1.737597682569535e-25,7.513282783725021e-22,1.3525779030186224e-31,1.2031568568181957e-48,1.261081165317041e-38,3.798736973721436e-91,4.313752979185767e-103,6.66300844336379e-39,0.054,0.0,0.0,0.058985238674830354,0.8799999999921505,1.9292053925344204e-38,1.5193132542477322e-70,1.9877795975199352e-56,0.06599999993999751,7.124915116798881e-89,1.1919963691272225e-12,9.070108847420838e-48,5.748524949912611e-80
1.752406270607678e-16,0.08314471999999999,7.344145904354581e-11,1.960456978552155e-11,1.4885474652457813e-12,3.309618936546409e-25,1.1717249018003687e-21,2.576362281423432e-31,3.2657485810977094e-48,2.931901559610584e-38,2.3955009544717413e-90,2.9016448917794787e-102,1.8659835547688114e-38,0.054,0.0,0.0,0.058985238655700635,0.8799999999901976,5.402776422118842e-38,4.150233776114805e-70,6.187857469749297e-56,0.06599999992507,4.578618552856318e-88,1.4885474675888998e-12,2.5401717325630445e-47,1.6577373100633734e-79
2.4506412982757273e-16,0.08314471999999999,1.0270309275193138e-10,2.7415884732823793e-11,2.0816496713363366e-12,8.790113634238446e-25,2.291690979884625e-21,6.843144732899762e-31,1.5407565930101774e-47,1.0642263614533982e-37,4.615074431736785e-89,6.947579243975383e-101,9.284673211406777e-38,0.054,0.0,0.0,0.05898523861744149,0.879999999986292,2.6883026675862376e-37,2.8027363845235207e-69,3.723702004772967e-55,0.06599999989521527,9.477457525588517e-87,2.0816496759188393e-12,1.2640168103832958e-46,1.1825298530198315e-78
3.1488763259437765e-16,0.08314471999999999,1.319643594131555e-10,3.5227199669957815e-11,2.6747518918912385e-12,1.83773096190807e-24,3.783979197561286e-21,1.4307862110324002e-30,4.915412524888278e-47,2.8075391819810213e-37,3.148208901684003e-88,5.076710643006331e-100,3.0361237515072316e-37,0.054,0.0,0.0,0.058985238579182704,0.8799999999823863,8.790892606075173e-37,1.3010268388759849e-68,1.40226878331897e-54,0.0659999998653609,6.634585884098453e-86,2.6747518994573594e-12,4.1336162654574845e-46,5.62182897956819e-78
3.8471113536118257e-16,0.08314471999999999,1.612252590319997e-10,4.3038514596923576e-11,3.2678541269101345e-12,3.3305120416368075e-24,5.6487036826663456e-21,2.5931982429774334e-30,1.2630776683692368e-46,6.143803156836148e-37,1.5619519775770276e-87,2.7060940733371794e-99,7.915393172203212e-37,0.054,0.0,0.0,0.05898523854092429,0.8799999999784807,2.291859472214452e-36,4.779647549389396e-68,4.152289575849655e-54,0.06599999983550689,3.3881181133298716e-85,3.267854138204212e-12,1.0777239349116583e-45,2.1341710235322993e-77
4.545346381279875e-16,0.08314471999999999,1.9048579161320513e-10,5.084982951372108e-11,3.860956376392674e-12,5.479703237341987e-24,7.885977602225676e-21,4.266921191945509e-30,2.823829932248457e-46,1.1876403398057567e-36,6.258625711637617e-87,1.1883972214880676e-98,1.7857531938341136e-36,0.054,0.0,0.0,0.05898523850266624,0.879999999974575,5.1705770389348216e-36,1.4747597693971065e-67,1.0592114309461285e-53,0.06599999980565324,1.4125919900776684e-84,3.8609563921591514e-12,2.4315468970574932e-45,6.8923203436891985e-77
5.941816436615973e-16,0.08314471999999999,2.4900575568089037e-10,6.647245931681119e-11,5.047160918747346e-12,1.2216732857436165e-23,1.3478607959230125e-20,9.514464437779387e-30,1.1137158919553e-45,3.4962741563761896e-36,7.316475810238133e-86,2.2087324912642622e-97,7.033072740222138e-36,0.054,0.0,0.0,0.058985238426151235,0.8799999999667637,2.0364235640002213e-35,1.090290893687804e-66,5.731231866011744e-53,0.06599999974594709,2.1489796258239743e-83,5.0471609456923445e-12,9.578070910682124e-45,6.332761230442121e-76
7.338286491952071e-16,0.08314471999999999,3.075242516530744e-10,8.209508907922796e-11,6.233365518952531e-12,2.3000064652632643e-23,2.0562750186763145e-20,1.7915518987600873e-29,3.218652385435217e-45,8.155315871903201e-36,4.2203523207807114e-85,1.4568056445255472e-96,2.0267261477134064e-35,0.054,0.0,0.0,0.0589852383496377,0.8799999999589524,5.868441191204809e-35,4.727149626959317e-66,2.047068614269046e-52,0.06599999968624239,1.3739827002828867e-82,6.233365560055032e-12,2.76051319731657e-44,3.0901846443563284e-75
8.73475654728817e-16,0.08314471999999999,3.660412795665487e-10,9.771771880097123e-11,7.419570177005516e-12,3.877906973535574e-23,2.913928251490126e-20,3.0211189940448094e-29,7.653489431493505e-45,1.63591324169965e-35,1.752343976278041e-84,6.527992778813264e-96,4.813655592172642e-35,0.054,0.0,0.0,0.05898523827312564,0.8799999999511411,1.393821465136814e-34,1.558064403489929e-65,5.737686852918826e-52,0.06599999962653916,6.155705187187093e-82,7.419570235245304e-12,6.557343920419428e-44,1.1146791519107938e-74
1.1527696657960366e-15,0.08314471999999999,4.830709313646019e-10,1.2896297812243652e-10,9.791979666644024e-12,8.912314673569893e-23,5.077303215945748e-20,6.945531505663514e-29,3.137600139733796e-44,4.9940251700305e-35,1.944861566226908e-83,8.502542347160604e-95,1.9638082376839245e-34,0.054,0.0,0.0,0.05898523812010591,0.8799999999355185,5.686453405544195e-34,1.1619154412552716e-64,3.208324957265986e-51,0.06599999950713709,8.906551767141013e-81,9.791979768100969e-12,2.676016829037657e-43,1.058952346167696e-73
1.7113576879304762e-15,0.08314471999999999,7.171126198761708e-10,1.9145349627727748e-10,1.453679933997511e-11,2.9155786654203333e-22,1.1198788531665891e-19,2.273731188867602e-28,2.4235566136969568e-43,2.470383020193244e-34,5.632989341206554e-82,2.656952938551896e-93,1.4916493023224807e-33,0.054,0.0,0.0,0.05898523781408407,0.8799999999042732,4.3194812651317516e-33,2.1211605089011298e-63,4.03320558632905e-50,0.06599999926835058,4.11879158138855e-79,1.4536799563659327e-11,2.0340225211023932e-42,3.002415047704005e-72
2.2699457100649155e-15,0.08314471999999999,9.51130823572121e-10,2.5394401378132297e-10,1.928161993856673e-11,6.803194732866069e-22,1.971794265623888e-19,5.308982411942643e-28,9.758720890004917e-43,7.61906556609937e-34,5.100375245046671e-81,2.2671436390318033e-92,5.998942526256678e-33,0.054,0.0,0.0,0.0589852375080857,0.879999999873028,1.737230120152941e-32,1.4123741696011174e-62,2.0797305082135215e-49,0.06599999902958757,4.2125020416874715e-78,1.9281620332245263e-11,8.184552254950902e-42,2.338061190599396e-71
3.3871217543337945e-15,0.08314471999999999,1.4190967859429808e-09,3.789250468369834e-10,2.8771263910835986e-11,2.2599667063547595e-21,4.397176398518673e-19,1.7660447758830427e-27,7.621871196862123e-42,3.839286423254378e-33,1.5167251766119394e-79,4.924611159073111e-91,4.6206237557044355e-32,0.054,0.0,0.0,0.058985236896159414,0.8799999998105374,1.3382193216538465e-31,2.5922890511052214e-61,2.579829371861648e-48,0.06599999855213197,2.0279929385035307e-76,2.8771264788011304e-11,6.312713613139105e-41,6.778663848482559e-70
4.504297798602673e-15,0.08314471999999999,1.8869688373266837e-09,5.039060772893296e-10,3.8260911582060807e-11,5.31425216707441e-21,7.788377916198228e-19,4.158172553638359e-27,3.0616195250329537e-41,1.19069538402391e-32,1.3607135019465068e-78,3.8540614001981726e-90,1.8603710258441995e-31,0.054,0.0,0.0,0.05898523628432703,0.8799999997480469,5.388417434672346e-31,1.7323159079078334e-60,1.3132930143772678e-47,0.06599999807477028,2.0691402436851495e-75,3.8260913134422145e-11,2.544305222049187e-40,5.334117640323378e-69
5.621473842871552e-15,0.08314471999999999,2.354746996569211e-09,6.288871051382733e-10,4.775056295085032e-11,1.0329166596909904e-20,1.2149900060020753e-18,8.09232167957236e-27,8.959599182686637e-41,2.862740158637246e-32,7.758103257334075e-78,1.826999151552038e-89,5.473724226969439e-31,0.054,0.0,0.0,0.05898523567258854,0.8799999996855563,1.5855452686718975e-30,7.622690209423663e-60,4.599205306871953e-47,0.06599999759750245,1.3048641790666595e-74,4.775056537050119e-11,7.49359045957069e-40,2.6726003522502887e-68
6.7386498871404305e-15,0.08314471999999999,2.822431282512673e-09,7.538681303837271e-10,5.724021801581383e-11,1.779049032024992e-20,1.748624407428049e-18,1.3955372555391178e-26,2.164986949427948e-40,5.875472196116838e-32,3.3403028004124833e-77,6.592742452144713e-89,1.3292390480198913e-30,0.054,0.0,0.0,0.058985235060943914,0.8799999996230657,3.8506413625723156e-30,2.596696944047727e-59,1.2919857372174939e-46,0.06599999712032852,6.166391899945917e-74,5.7240221495272194e-11,1.8216187322045832e-39,1.0244384427991715e-67
7.855825931409309e-15,0.08314471999999999,3.290021713995293e-09,8.788491530256027e-10,6.672987677556079e-11,2.8183793488291156e-20,2.38019111981533e-18,2.2136036305018846e-26,4.588047889265201e-40,1.0813594295856986e-31,1.153906513478915e-76,1.8797323632538198e-88,2.827268361868369e-30,0.054,0.0,0.0,0.05898523444939314,0.8799999995605754,8.190899072857449e-30,7.397013444222957e-59,3.1225822083200196e-46,0.06599999664324843,2.3443174421801015e-73,6.672988150775931e-11,3.8786232253664786e-39,3.25725539445445e-67
1.0090178019947066e-14,0.08314471999999999,4.224921088912802e-09,1.1288111904982693e-09,8.570920537384364e-11,5.97076374632461e-20,3.938921972796908e-18,4.7013621891066726e-26,1.577488788400696e-39,2.932178027651655e-31,8.834817151590283e-76,1.070661489930832e-87,9.7605582389077e-30,0.054,0.0,0.0,0.058985233226573064,0.8799999994355944,2.8282111494237363e-29,4.252647930674052e-58,1.3532241193985494e-45,0.06599999568936972,2.3158117652575025e-72,8.570921319198009e-11,1.3419873809767335e-38,2.3745304008239304e-66
1.2324530108484824e-14,0.08314471999999999,5.159445271951282e-09,1.3787732175555738e-09,1.0468854873457767e-10,1.0878112602058706e-19,5.894783555464604e-18,8.587090065816629e-26,4.257548120229828e-39,6.5246676296477785e-31,4.370368144195827e-75,4.438345157984828e-87,2.6369050426576214e-29,0.054,0.0,0.0,0.05898523200412816,0.8799999993106133,7.641931510042073e-29,1.704294802271897e-57,4.398538283447568e-45,0.0659999947358662,1.3467105440903908e-71,1.0468856041536391e-10,3.633359290986198e-38,1.1353598435746074e-65
1.4558882197022583e-14,0.08314471999999999,6.093594413679406e-09,1.628735234196818e-09,1.2366790684664416e-10,1.7928138333712857e-19,8.251376861625971e-18,1.4188263666656944e-25,9.764593571482302e-39,1.2721586326715388e-30,1.6634017579720962e-74,1.4330822292274236e-86,6.042611942513829e-29,0.054,0.0,0.0,0.05898523078205828,0.8799999991856323,1.751475892219957e-28,5.411002329061829e-57,1.1788250582075177e-44,0.06599999378273769,5.81378532660337e-71,1.2366792317011693e-10,8.343869509221132e-38,4.173693725351208e-65
1.679323428556034e-14,0.08314471999999999,7.0273686646057075e-09,1.878697240421307e-09,1.4264727969892678e-10,2.7508227007805635e-19,1.1012302889540724e-17,2.182522267442117e-25,1.9925852810218033e-38,2.2562792944949792e-30,5.251082563821954e-74,3.9656546689886855e-86,1.2307624880076343e-28,0.054,0.0,0.0,0.05898522956036326,0.8799999990606513,3.567997038126021e-28,1.4598148974167755e-56,2.7529948616533745e-44,0.06599999282998405,2.0517393971169105e-70,1.4264730144845096e-10,1.7031136956515254e-37,1.2810106987620028e-64
2.1261938462635856e-14,0.08314471999999999,8.893793095786261e-09,2.378621221617242e-09,1.8060606957968772e-10,5.580650729368651e-19,1.7761557122873188e-17,4.450217580244924e-25,6.521741890039884e-38,5.824005891012404e-30,3.5478055851801856e-73,2.069751702928199e-85,4.005945685000191e-28,0.054,0.0,0.0,0.058985227118097255,0.8799999988106892,1.161729100994244e-27,7.8368170134357945e-56,1.1442720850374852e-43,0.06599999092560084,1.8508763735233847e-69,1.8060610454473823e-10,5.568319440550219e-37,9.045183833036978e-64
3.019934681678689e-14,0.08314471999999999,1.2622149884212032e-08,3.378469058977645e-09,2.565238257349604e-10,1.5977256295561318e-18,3.6270502594048186e-17,1.2869909905996684e-24,3.849802344562693e-37,2.3935419474907005e-29,6.112387843168993e-72,2.5164578777666206e-84,2.3321482654182285e-27,0.054,0.0,0.0,0.058985222238057064,0.8799999983107655,6.768202979311358e-27,9.971716232151548e-55,9.867872684616747e-43,0.06599998712132625,5.240170667997693e-68,2.565238966782437e-10,3.272425905936992e-36,1.8634997877652844e-62
3.8243014335522817e-14,0.08314471999999999,1.5972556602606838e-08,4.27833197003619e-09,3.248500068775909e-10,3.242171540723495e-18,5.87980899698246e-17,2.635223492265838e-24,1.264365309802004e-36,6.208105885366547e-29,4.115968912300282e-71,1.3344085086831627e-83,7.572034771561025e-27,0.054,0.0,0.0,0.05898521785113501,0.879999997860834,2.1988107144267618e-26,5.1132483456044496e-54,4.0596471893094765e-42,0.06599998370259334,4.0426000529631526e-67,3.248501212316071e-10,1.070645265244469e-35,1.1780721547566841e-61
4.6286681854258745e-14,0.08314471999999999,1.93181253636791e-08,5.1781947459995975e-09,3.931763775283051e-10,5.744047310737871e-18,8.706052318055199e-17,4.7106255764733265e-24,3.3083636213575874e-36,1.343446389849373e-28,1.88611762744944e-70,5.3871859693680774e-83,1.9590651190151714e-26,0.054,0.0,0.0,0.05898521346905063,0.8799999974109027,5.692191223099407e-26,1.9297382281325037e-53,1.2727800009191388e-41,0.06599998028869819,2.155442632208278e-66,3.931765459053181e-10,2.790970227442237e-35,5.346406973857613e-61
5.433034937299467e-14,0.08314471999999999,2.265886315330527e-08,6.078057386836602e-09,4.6150293716994187e-10,9.282131355699981e-18,1.212258126307922e-16,7.679957565462516e-24,7.425826276647321e-36,2.5713974371646398e-28,6.963176281096432e-70,1.614221291918068e-82,4.3486812580444197e-26,0.054,0.0,0.0,0.05898520909179698,0.8799999969609713,1.264275823958508e-25,5.904659677922516e-53,3.3216847832265324e-41,0.06599997687963378,8.915895084572298e-66,4.615031703394584e-10,6.241734275379035e-35,1.916634763178248e-60
6.23740168917306e-14,0.08314471999999999,2.5994776947273222e-08,6.97791989251626e-09,5.298296852857517e-10,1.4034658467746104e-17,1.614619693410048e-16,1.1714812789639548e-23,1.492707266907097e-35,4.503890931475013e-28,2.15111661676774e-69,4.712929463995184e-82,8.64571241495902e-26,0.054,0.0,0.0,0.05898520471936707,0.8799999965110401,2.5150045763354167e-25,1.5546550086652678e-52,7.606222939549414e-41,0.06599997347539323,3.058039062544408e-65,5.298299941750664e-10,1.250193153132852e-34,5.816127937395973e-60
7.041768441046652e-14,0.08314471999999999,2.932587371129857e-08,7.877782263007963e-09,5.981566213593965e-10,2.0179321566963308e-17,2.0793700494574104e-16,1.6991617521205245e-23,2.7607084950591574e-35,7.3764779671484855e-28,5.797610451082948e-69,8.012977052204829e-82,1.5815289070911715e-25,0.054,0.0,0.0,0.058985200351753926,0.879999996061109,4.603303060576609e-25,3.653537770218675e-52,1.5784213443458951e-40,0.06599997007596947,9.093213191374713e-65,5.981570170541347e-10,2.3039589495280703e-34,1.5566841034474643e-59
7.846135192920246e-14,0.08314471999999999,3.2652160401039453e-08,8.777644498281428e-09,6.664837448749491e-10,2.789327336042426e-17,2.6081893169093717e-16,2.369163168568819e-23,4.783308997231489e-35,1.1462271186473298e-27,1.4046912534588242e-68,4.540086022788218e-81,2.7103495207803288e-25,0.054,0.0,0.0,0.05898519598895059,0.8799999956111778,7.893562067514311e-25,7.852733942910959e-52,3.0326284752013957e-40,0.06599996668135562,2.4152169708088946e-64,6.664842386196082e-10,3.977748836712879e-34,3.774560117889435e-59
9.454868696667431e-14,0.08314471999999999,3.929033133009333e-08,1.0577368563054154e-08,8.031385521701165e-10,4.8734962005360225e-17,3.864755106279222e-16,4.211050123519228e-23,1.237821090470561e-34,2.4560714121953542e-27,6.482823415881039e-68,5.780210743799792e-79,6.8622904698349205e-25,0.054,0.0,0.0,0.058985187277745606,0.8799999947113157,2.0009191995604227e-24,2.9625258788401047e-51,9.392603810499422e-40,0.06599995990652974,1.3305341093352855e-63,8.031392763862967e-10,1.022077029063547e-33,1.7793462973585955e-58
1.1063602200414617e-13,0.08314471999999999,4.590934517908168e-08,1.2377092086598685e-08,9.397941030520239e-10,7.796620238397561e-17,5.397758162480414e-16,6.851820530824348e-23,2.766520175852172e-34,4.678116102805031e-27,2.3803239759184977e-67,-1.8102139030191654e-77,1.5009035545278612e-24,0.054,0.0,0.0,0.05898517858569667,0.8799999938114539,4.381536601829636e-24,9.101156818867671e-51,2.44343256380158e-39,0.06599995315086017,5.558228231697866e-63,9.397951046376475e-10,2.26832481844062e-33,6.606452858499205e-58
1.2672335704161801e-13,0.08314471999999999,5.2509257232659585e-08,1.4176815068684432e-08,1.076450393407974e-09,1.1698493427099382e-16,7.220639682646968e-16,1.0453891831468883e-22,5.5575159102421206e-34,8.178597414544179e-27,7.262997619441098e-67,6.084419812361195e-76,2.9512953571397484e-24,0.054,0.0,0.0,0.058985169912748506,0.8799999929115925,8.625797537224923e-24,2.406167536016478e-50,5.5965804994421656e-39,0.06599994641429166,1.9097528078539761e-62,1.0764517205512662e-09,4.525121051547142e-33,2.0609474455398933e-57
1.5889802711656173e-13,0.08314471999999999,6.565199629488971e-08,1.7776259407582764e-08,1.3497651761237628e-09,2.2993423589097367e-16,1.1789803379986613e-15,2.123031557413352e-22,1.7888888719523784e-33,2.0842428770282466e-26,4.746450851586215e-66,3.5703092549764134e-79,9.102224293363304e-24,0.054,0.0,0.0,0.058985152623934174,0.8799999911118702,2.6667014849962646e-23,1.2510422852540822e-49,2.2521057799092695e-38,0.06599993299823737,1.646205973152101e-61,1.3497673041507658e-09,1.4363984341284796e-32,1.4950813078155965e-56
1.850843767401137e-13,0.08314471999999999,7.62926880849394e-08,2.0705776825841673e-08,1.5722130075760048e-09,3.6248623869004084e-16,1.6478579251104331e-15,3.43502908815083e-22,3.9526809826967504e-33,3.9302534289801794e-26,1.6971775424104808e-65,-6.267616406166024e-77,1.9440894412270149e-23,0.054,0.0,0.0,0.05898513860882789,0.8799999896471115,5.706708171091743e-23,3.794955937573272e-49,5.775865018590074e-38,0.06599992213509728,6.746988160739555e-61,1.5722159408064906e-09,3.1389470510497666e-32,5.573990449955372e-56
