Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52),N2X2(77)
1.3758703590657455e-09,0.08314471999999999,2.3257983590389926e-06,0.00015199081346162804,2.3550529541157924e-07,8.239441536198005e-08,7.737745808254366e-06,9.54377734579319e-08,2.0167407456871208e-10,2.3512622421726456e-10,-2.3595615946544013e-27,1.3674419805634142e-24,6.517509867165292e-10,0.054,0.0,0.0,0.05880959621733643,0.8799232771753296,1.3710954667146353e-06,6.128097121372761e-16,1.6579781378805638e-11,0.06598960481851741,7.437505300328366e-20,1.3173268994601967e-05,2.408651138103784e-10,6.2573171737282564e-18
1.3775174845384505e-09,0.08314471999999999,2.3257901554134107e-06,0.00015216893043924556,2.352506694640053e-07,8.252138927344039e-08,7.747318470455613e-06,9.5770640389759e-08,2.0284479827265508e-10,2.3569709956069516e-10,8.028377099384497e-27,-1.6190103751124047e-24,6.535883011981923e-10,0.054,0.0,0.0,0.05880939836908229,0.8799231855976639,1.3760017611908744e-06,6.18777519822058e-16,1.6691499328853855e-11,0.06598959517256996,7.516248239197394e-20,1.3183224229222604e-05,2.4225969758854663e-10,6.315590551690659e-18
1.3791646100111554e-09,0.08314471999999999,2.325781952976978e-06,0.00015234703483282675,2.3499674903704243e-07,8.264837545413436e-08,7.756890981829797e-06,9.61042504831412e-08,2.0402080072144445e-10,2.3626864379511245e-10,8.406777507137966e-28,1.3152744698489112e-24,6.554285985361341e-10,0.054,0.0,0.0,0.05880920055203602,0.8799230940206239,1.380919360349242e-06,6.247964862713873e-16,1.6803818528949735e-11,0.0659895855253106,7.594258169642149e-20,1.3193159507382216e-05,2.4366055101418814e-10,6.3743495209639074e-18
1.3808117354838604e-09,0.08314471999999999,2.325773751730058e-06,0.00015252512663797494,2.347435313136276e-07,8.277537353691987e-08,7.766463345022115e-06,9.64386045089001e-08,2.052020989308012e-10,2.3684085691125417e-10,5.049106379953134e-27,-7.3637589547491895e-25,6.572718744374989e-10,0.054,0.0,0.0,0.058809002766206514,0.8799230024442095,1.385848269147664e-06,6.30867005261991e-16,1.6916741393659788e-11,0.06598957587673876,7.671718348576789e-20,1.3203074824445143e-05,2.45067694223547e-10,6.433588340565064e-18
1.3824588609565654e-09,0.08314471999999999,2.3257655516730065e-06,0.00015270320585041383,2.3449101349150098e-07,8.290238315528146e-08,7.776035562665754e-06,9.677370323777386e-08,2.0638870994948712e-10,2.374137388999345e-10,-1.2910177714843384e-26,1.6190559142342966e-23,6.59118124588007e-10,0.054,0.0,0.0,0.05880880501160279,0.8799229108684206,1.3907884924881439e-06,6.369894699867426e-16,1.703027034389313e-11,0.06598956622685377,7.743283572806261e-20,1.3212970175877782e-05,2.4648114739174104e-10,6.493315402795464e-18
1.3841059864292704e-09,0.08314471999999999,2.325757352806172e-06,0.00015288127246570416,2.3423919278311398e-07,8.30294039433133e-08,7.785607637381986e-06,9.71095474404173e-08,2.0758065085932286e-10,2.37987289752006e-10,5.196682517340976e-27,4.0877609394990974e-24,6.609673446519254e-10,0.054,0.0,0.0,0.05880860728823277,0.879922819293257,1.3957400352167558e-06,6.431642660908586e-16,1.714440780690888e-11,0.06598955657565503,7.81745195678739e-20,1.3222845557248666e-05,2.479009307327854e-10,6.553513887447014e-18
1.3857531119019754e-09,0.08314471999999999,2.325749155129891e-06,0.00015305932647943657,2.3398806641553273e-07,8.315643553572476e-08,7.79517957178019e-06,9.744613788740134e-08,2.0877793877520768e-10,2.3856150945834425e-10,2.9864845327510415e-28,1.0285790680905589e-24,6.628195302720598e-10,0.054,0.0,0.0,0.05880840959610419,0.8799227277187187,1.4007029021236324e-06,6.493917717638096e-16,1.7259156216323467e-11,0.06598954692314182,7.8949455574921e-20,1.3232700964228461e-05,2.493270644996165e-10,6.614172298518695e-18
1.3874002373746803e-09,0.08314471999999999,2.3257409586444868e-06,0.00015323736788739933,2.3373763163033369e-07,8.328347756786722e-08,7.804751368457936e-06,9.778347534921327e-08,2.099805908451395e-10,2.391363980098601e-10,6.059717411130081e-27,-1.1565856743114798e-24,6.646746770697923e-10,0.054,0.0,0.0,0.058808211935225126,0.8799226361448054,1.4056770979429541e-06,6.556723656228193e-16,1.7374518012117955e-11,0.06598953726931352,7.976794211287525e-20,1.3242536392590024e-05,2.507595689841139e-10,6.675303792356868e-18
1.3890473628473853e-09,0.08314471999999999,2.3257327633502883e-06,0.00015341539668583642,2.3348788568348712e-07,8.341052967580422e-08,7.81432303000106e-06,9.812156059625695e-08,2.11188624250235e-10,2.3971195539757564e-10,-2.0963608604771955e-26,3.028647611751331e-23,6.665327806452067e-10,0.054,0.0,0.0,0.058808014305605186,0.8799225445715172,1.4106626273529507e-06,6.620064475819981e-16,1.74904956406454e-11,0.06598952761416949,8.047577905182707e-20,1.325235183820833e-05,2.5219846451712903e-10,6.73696875329196e-18
1.3906944883200903e-09,0.08314471999999999,2.3257245692476264e-06,0.00015359341287053,2.3323882584525988e-07,8.35375914962849e-08,7.823894558983729e-06,9.84603943988528e-08,2.1240205620475086e-10,2.40288181612629e-10,6.87469748488175e-27,6.675592938710276e-24,6.683938365772773e-10,0.054,0.0,0.0,0.05880781670725166,0.879922452998854,1.4156594949758945e-06,6.683944307046741e-16,1.760709155463816e-11,0.06598951795770906,8.119961376444204e-20,1.3262147297060585e-05,2.5364377146850884e-10,6.79913170985874e-18
1.3923416137927953e-09,0.08314471999999999,2.3257163763368164e-06,0.00015377141643711293,2.3299044940013938e-07,8.366466266664563e-08,7.833465957968457e-06,9.879997752723762e-08,2.136209039561053e-10,2.408650766461894e-10,-2.5131007247466907e-27,1.9165459458926094e-24,6.702578404239289e-10,0.054,0.0,0.0,0.05880761914017088,0.8799223614268156,1.4206677053781e-06,6.74836710348096e-16,1.7724308213215215e-11,0.0659895082999316,8.196675230679148e-20,1.3271922765226281e-05,2.550955102471156e-10,6.8617437290088605e-18
1.3939887392655003e-09,0.08314471999999999,2.3257081846181562e-06,0.00015394940738151905,2.3274275364674575e-07,8.379174282479791e-08,7.84303722950619e-06,9.91403107515638e-08,2.148451847848983e-10,2.4144264048940376e-10,8.522153652314217e-27,-2.3713734236266272e-24,6.721247877219484e-10,0.054,0.0,0.0,0.05880742160437,0.8799222698554021,1.4256872630699135e-06,6.813336606845608e-16,1.784214808188948e-11,0.06598949864083643,8.282088207066976e-20,1.3281678238887259e-05,2.565537013008449e-10,6.9248200098310086e-18
1.3956358647382052e-09,0.08314471999999999,2.3256999940919363e-06,0.0001541273857000233,2.3249573589771785e-07,8.391883160933594e-08,7.852608376136351e-06,9.948139484189977e-08,2.160749160049292e-10,2.4202087313346336e-10,1.3813855555080877e-27,1.683745001283143e-24,6.739946739869704e-10,0.054,0.0,0.0,0.058807224099857176,0.8799221782846132,1.430718172505709e-06,6.878856673189784e-16,1.7960613632575116e-11,0.06598948898042287,8.369088285292735e-20,1.3291413714327653e-05,2.5801836511665347e-10,6.988414358661984e-18
1.3972829902109102e-09,0.08314471999999999,2.325691804758456e-06,0.0001543053513889268,2.3224939347960186e-07,8.404592865961005e-08,7.86217940038694e-06,9.982323056823045e-08,2.1731011496321581e-10,2.4259977456970194e-10,2.2534388142765087e-27,4.639339381131257e-24,6.758674947136666e-10,0.054,0.0,0.0,0.05880702662664032,0.8799220867144487,1.435760438083888e-06,6.944931479494059e-16,1.8079707343594848e-11,0.06598947931869027,8.453176676700707e-20,1.3301129187933843e-05,2.594895222205905e-10,7.052546343252885e-18
1.3989301156836152e-09,0.08314471999999999,2.3256836166180167e-06,0.0001544833044444428,2.3200372373275986e-07,8.417303361567341e-08,7.871750304774563e-06,1.0016581870045742e-07,2.185507990400173e-10,2.431793447896017e-10,-8.257198163183792e-27,1.0732639134555658e-23,6.777432453760308e-10,0.054,0.0,0.0,0.05880682918472656,0.879921995144909,1.4408140641468874e-06,7.011565358432455e-16,1.8199431699687194e-11,0.06598946965563797,8.53287728974343e-20,1.3310824656194522e-05,2.609671931778209e-10,7.117199202353803e-18
1.4005772411563202e-09,0.08314471999999999,2.3256754296709066e-06,0.00015466124486251373,2.3175872401129893e-07,8.430014611815486e-08,7.88132109180449e-06,1.005091600083982e-07,2.1979698564885825e-10,2.4375958378467487e-10,1.712720822464042e-26,-1.1673820025088712e-23,6.796219214274213e-10,0.054,0.0,0.0,0.058806631774121515,0.8799219035759935,1.4458790549811784e-06,7.078762414941154e-16,1.8319789192013854e-11,0.06598945999126532,8.620659501702611e-20,1.3320500115700825e-05,2.624513985926389e-10,7.18232473707701e-18
1.4022243666290251e-09,0.08314471999999999,2.325667243917393e-06,0.0001548391726393782,2.3151439168298544e-07,8.442726580825953e-08,7.890891763970694e-06,1.0085325526178581e-07,2.2104869223654741e-10,2.443404915464017e-10,2.6670140263929433e-27,-5.243127970608291e-24,6.815035183004158e-10,0.054,0.0,0.0,0.05880643439483168,0.8799218120077021,1.45095541481726e-06,7.146526529471133e-16,1.8440782318166914e-11,0.06598945032557159,8.712491732772617e-20,1.3330155563146333e-05,2.6394215910848694e-10,7.247941287764198e-18
1.4038714921017301e-09,0.08314471999999999,2.325659059357741e-06,0.00015501708777157443,2.3127072412913588e-07,8.455439232789026e-08,7.900462323755919e-06,1.0119810523026906e-07,2.2230593628319277e-10,2.4492206806631186e-10,7.596360526366967e-27,-1.5374824705385813e-24,6.833880314068128e-10,0.054,0.0,0.0,0.05880623704686437,0.879921720440035,1.4560431478296606e-06,7.214861723886035e-16,1.8562413582176176e-11,0.06598944065855615,8.805464262775849e-20,1.3339790995327017e-05,2.6543949540798656e-10,7.314098082083297e-18
1.4055186175744351e-09,0.08314471999999999,2.3256508759922197e-06,0.00015519499025564294,2.3102771874451213e-07,8.468152531971014e-08,7.910032773631762e-06,1.0154371068341305e-07,2.2356873530222097e-10,2.4550431333608315e-10,1.8972660907060763e-27,1.561816986821999e-24,6.852754561378498e-10,0.054,0.0,0.0,0.0588060397302265,0.879921628872992,1.461142258136942e-06,7.283772334631801e-16,1.8684685494516404e-11,0.06598943099021831,8.894966121372921e-20,1.3349406409141163e-05,2.6694342821297006e-10,7.380806490459731e-18
1.40716574304714e-09,0.08314471999999999,2.3256426938211e-06,0.00015537288008797432,2.3078537293723924e-07,8.480866442706491e-08,7.919603116058714e-06,1.0189007239069926e-07,2.2483710684040216e-10,2.4608722734751983e-10,5.263778020226e-27,-8.686700494245574e-25,6.871657878644375e-10,0.054,0.0,0.0,0.058805842444924025,0.8799215373065729,1.4662527498017091e-06,7.353262770483031e-16,1.8807600572114603e-11,0.06598942132055739,8.983627097340804e-20,1.3359001801589499e-05,2.6845397828449957e-10,7.44803731893006e-18
1.408812868519845e-09,0.08314471999999999,2.3256345128446376e-06,0.0001555507572650652,2.3054368412872574e-07,8.493580929390062e-08,7.929173353486195e-06,1.022371911215249e-07,2.261110684778737e-10,2.466708100924598e-10,-7.71130142981716e-27,1.0840576025929409e-23,6.890590219372136e-10,0.054,0.0,0.0,0.0588056451909629,0.8799214457407776,1.4713746268306133e-06,7.42333727997064e-16,1.8931161338357287e-11,0.06598941164957271,9.069926403514916e-20,1.336857716977521e-05,2.69971166422881e-10,7.515789714262767e-18
1.41045999399255e-09,0.08314471999999999,2.32562633306308e-06,0.00015572862178342875,2.3030264975358122e-07,8.506295956479227e-08,7.93874348835262e-06,1.0258506764520268e-07,2.273906378281556e-10,2.4725506156276245e-10,5.103435806755036e-27,3.549762859031878e-24,6.909551536864458e-10,0.054,0.0,0.0,0.0588054479683488,0.8799213541756062,1.476507893174355e-06,7.494000011956896e-16,1.9055370323097713e-11,0.06598940197726359,9.158969786124038e-20,1.3378132510903969e-05,2.7149501346769115e-10,7.584067435006885e-18
1.412107119465255e-09,0.08314471999999999,2.3256181544766634e-06,0.00015590647363963712,2.3006226725952356e-07,8.519011488499449e-08,7.948313523085444e-06,1.0293370273096112e-07,2.2867583253816829e-10,2.478399817503373e-10,1.948885235345683e-27,1.0656765484029166e-24,6.928541784220524e-10,0.054,0.0,0.0,0.05880525077708722,0.8799212626110584,1.4816525527276856e-06,7.565255162076781e-16,1.9180230062663173e-11,0.06598939230362935,9.250112487241058e-20,1.3387667822283888e-05,2.7302554029780334e-10,7.652872315662582e-18
1.41375424493796e-09,0.08314471999999999,2.3256099770856197e-06,0.00015608431283036295,2.298225341072857e-07,8.531727490045179e-08,7.957883460101223e-06,1.0328309714794434e-07,2.2996667028825493e-10,2.4842557064716466e-10,6.0060701519613225e-27,-1.1355999115480755e-24,6.947560914337362e-10,0.054,0.0,0.0,0.05880505361718372,0.8799211710471341,1.486808609329415e-06,7.637107012384228e-16,1.9305743099862194e-11,0.06598938262866927,9.344036907149379e-20,1.3397183101325513e-05,2.745627678314095e-10,7.722208698334825e-18
1.415401370410665e-09,0.08314471999999999,2.325601800890184e-06,0.0001562621393525721,2.2958344777052184e-07,8.544443925780869e-08,7.967453301805682e-06,1.0363325166521238e-07,2.3126316879220235e-10,2.4901182824532284e-10,-1.3050378928203154e-26,2.2007180120042251e-23,6.966608879911455e-10,0.054,0.0,0.0,0.05880485648864464,0.8799210794838335,1.491976066762424e-06,7.709559977276699e-16,1.9431911983991822e-11,0.06598937295238269,9.430514984830878e-20,1.340667834554181e-05,2.7610671702604334e-10,7.792115713090013e-18
1.41704849588337e-09,0.08314471999999999,2.3255936258905817e-06,0.00015643995320297773,2.29345005735726e-07,8.557160760438793e-08,7.977023050593737e-06,1.0398416705174111e-07,2.3256534579726038e-10,2.4959875453697984e-10,6.244682646810659e-27,6.126552761117771e-24,6.985685633439845e-10,0.054,0.0,0.0,0.058804659391474924,0.8799209879211561,1.4971549287536724e-06,7.782618518664841e-16,1.955873927084483e-11,0.06598936327476891,9.518506638698e-20,1.3416153552548216e-05,2.776574088786058e-10,7.862572162600988e-18
1.418695621356075e-09,0.08314471999999999,2.3255854520870305e-06,0.00015661775437821783,2.2910720550215964e-07,8.56987795881478e-08,7.986592708849572e-06,1.0433584407642189e-07,2.3387321908416203e-10,2.501863495143474e-10,-1.8228285008549984e-28,2.01273451097728e-24,7.004791127220481e-10,0.054,0.0,0.0,0.05880446232567879,0.8799208963591019,1.5023451989742078e-06,7.856286980980329e-16,1.9686227522716944e-11,0.06598935359582724,9.609820654180812e-20,1.3425608720062616e-05,2.792148644253855e-10,7.933546494336712e-18
1.42034274682878e-09,0.08314471999999999,2.3255772794797346e-06,0.0001567955428751272,2.2887004458177032e-07,8.582595485768152e-08,7.996162278946656e-06,1.0468828350806132e-07,2.3518680646714386e-10,2.5077461316965117e-10,8.086228231497074e-27,-2.432032801631982e-24,7.023925313352075e-10,0.054,0.0,0.0,0.05880426529126092,0.8799208047976709,1.5075468810391732e-06,7.930569592444546e-16,1.981437930841409e-11,0.06598934391555697,9.707851942350932e-20,1.34350438459054e-05,2.807791047420785e-10,8.005048088313496e-18
1.4219898723014849e-09,0.08314471999999999,2.3255691080688913e-06,0.0001569733186907956,2.2863352049909591e-07,8.595313306227785e-08,8.005731763247826e-06,1.0504148611538153e-07,2.365061257939654e-10,2.5136354549517076e-10,2.419654250423601e-27,1.7011041873198764e-24,7.043088143734537e-10,0.054,0.0,0.0,0.05880406828822659,0.8799207132368629,1.5127599785078175e-06,8.005470679465252e-16,1.9943197203259584e-11,0.06598933423395742,9.807201504233721e-20,1.3444458927999363e-05,2.8235015094381226e-10,8.0771174653154e-18
1.4236369977741899e-09,0.08314471999999999,2.325560937854702e-06,0.00015715108182236032,2.2839763079117167e-07,8.608031385196572e-08,8.015301164105327e-06,1.0539545266702027e-07,2.3783119494592683e-10,2.5195314648330466e-10,3.167763157911134e-27,4.547339819976589e-24,7.06227957007063e-10,0.054,0.0,0.0,0.05880387131658096,0.879920621676678,1.5179844948835055e-06,8.080994805994365e-16,2.007268378910138e-11,0.06598932455102789,9.904580834752422e-20,1.3453853964369697e-05,2.839280241851756e-10,8.149772869875838e-18
1.4252841232468948e-09,0.08314471999999999,2.3255527688373658e-06,0.00015732883226693512,2.281623730074502e-07,8.62074968774881e-08,8.024870483860877e-06,1.0575018393153124e-07,2.3916203183789045e-10,2.525434161265831e-10,-5.9409435498596435e-27,1.1818377726086028e-23,7.081499543868116e-10,0.054,0.0,0.0,0.05880367437632867,0.8799205301171158,1.5232204336137406e-06,8.157146671139559e-16,2.0202841654319236e-11,0.06598931486676768,9.997733948402287e-20,1.3463228953143968e-05,2.8551274566024316e-10,8.223007225390883e-18
1.4269312487195998e-09,0.08314471999999999,2.3255446010170727e-06,0.00015750657002135907,2.279277447097365e-07,8.633468179020979e-08,8.034439724845687e-06,1.0610568067738342e-07,2.4049865441830426e-10,2.531343544175779e-10,1.8119468276702577e-26,-1.5118807971256484e-23,7.100748016440287e-10,0.054,0.0,0.0,0.058803477467472845,0.8799204385581766,1.5284677980901744e-06,8.233930790958012e-16,2.0333673393831944e-11,0.06598930518117604,1.0100113278664146e-19,1.3472583892552214e-05,2.871043366025898e-10,8.296769129830235e-18
1.4285783741923048e-09,0.08314471999999999,2.3255364343939947e-06,0.00015768429508275202,2.2769374347211168e-07,8.646186824210859e-08,8.044008889380508e-06,1.0646194367296084e-07,2.418410806692215e-10,2.5372596134884466e-10,3.596490696491384e-27,-8.108904827919774e-24,7.120024938905108e-10,0.054,0.0,0.0,0.05880328059001737,0.8799203469998599,1.5337265916486168e-06,8.311351477599698e-16,2.0465181609104517e-11,0.06598929549425235,1.020681685209049e-19,1.3481918780926901e-05,2.887028182853084e-10,8.37107480011457e-18
1.4302254996650098e-09,0.08314471999999999,2.325528268968298e-06,0.0001578620074485432,2.274603668808375e-07,8.658905588587447e-08,8.053577979775706e-06,1.0681897368656263e-07,2.431893286063157e-10,2.543182369129908e-10,9.067048577605995e-27,-2.6083493347758954e-24,7.139330262185466e-10,0.054,0.0,0.0,0.05880308374396702,0.8799202554421659,1.5389968175690488e-06,8.389413180858202e-16,2.059736890815538e-11,0.06598928580599583,1.0314584001688118e-19,1.349123361670288e-05,2.9030821202103896e-10,8.445979977253117e-18
1.4318726251377148e-09,0.08314471999999999,2.3255201047401557e-06,0.0001580397071161751,2.2722761253426505e-07,8.671624437497305e-08,8.063146998331304e-06,1.0717677148640372e-07,2.4454341627889886e-10,2.549111811027731e-10,1.9700639175205068e-27,2.5825885347363163e-24,7.158663937011285e-10,0.054,0.0,0.0,0.05880288692932624,0.8799201638850943,1.5442784790756442e-06,8.468120682356184e-16,2.0730237905563563e-11,0.0659892761164058,1.0417910931035395e-19,1.350052839841727e-05,2.9192053916200187e-10,8.521501924459789e-18
1.4335197506104197e-09,0.08314471999999999,2.3255119417097395e-06,0.00015821739408291161,2.269954780427639e-07,8.68434333635787e-08,8.072715947337036e-06,1.0753533784061477e-07,2.4590336176994547e-10,2.555047939110832e-10,6.449238017254376e-27,-1.4056049057505492e-24,7.178025913921828e-10,0.054,0.0,0.0,0.05880269014609838,0.8799200723286451,1.549571579336788e-06,8.547478851733666e-16,2.0863791222475855e-11,0.06598926642548157,1.0520323195229708e-19,1.3509803124709517e-05,2.935398211000172e-10,8.597605221770556e-18
1.4351668760831247e-09,0.08314471999999999,2.3255037798772083e-06,0.00015839506834601234,2.26763961028657e-07,8.697062250648118e-08,8.082284829072359e-06,1.0789467351724155e-07,2.4726918319611725e-10,2.5609907533084225e-10,5.720817816093719e-27,-3.1369425705730955e-24,7.197416143266186e-10,0.054,0.0,0.0,0.05880249339428633,0.879919980772818,1.554876121465094e-06,8.627492339016619e-16,2.0998031486614004e-11,0.0659892567332224,1.0625364283405933e-19,1.351905779432144e-05,2.9516607926651743e-10,8.674267312967389e-18
1.4368140015558297e-09,0.08314471999999999,2.325495619242705e-06,0.00015857272990283704,2.265330591261467e-07,8.709781145909272e-08,8.091853645806528e-06,1.0825477928424467e-07,2.4864089870777985e-10,2.566940253549548e-10,1.4822138314250817e-26,-1.1845638622520098e-23,7.216834575202178e-10,0.054,0.0,0.0,0.058802296673893084,0.8799198892176131,1.5601921085174212e-06,8.708165599958902e-16,2.1132961332281876e-11,0.06598924703962755,1.0737153184947985e-19,1.3528292406097218e-05,2.9679933513256617e-10,8.751496342532863e-18
1.4384611270285347e-09,0.08314471999999999,2.3254874598063702e-06,0.00015875037875118675,2.2630276998122162e-07,8.722499987756831e-08,8.101422399798628e-06,1.0861565590949987e-07,2.5001852648901643e-10,2.5728964397640134e-10,-9.923059515432911e-27,1.9723064688443547e-23,7.236281159696683e-10,0.054,0.0,0.0,0.05880209998492297,0.8799197976630303,1.5655195434948874e-06,8.789503305580697e-16,2.1268583400372614e-11,0.06598923734469636,1.0840593797993485e-19,1.353750695898325e-05,2.984396102088932e-10,8.829361974389899e-18
1.4401082525012397e-09,0.08314471999999999,2.3254793015683475e-06,0.00015892801488859808,2.2607309125157532e-07,8.735218741883692e-08,8.110991093297646e-06,1.0897730416079866e-07,2.514020847576477e-10,2.5788593118832264e-10,1.2648088752343782e-26,-2.2377245766293055e-24,7.255755846528294e-10,0.054,0.0,0.0,0.058801903327378904,0.8799197061090694,1.5708584293428954e-06,8.871510421675513e-16,2.140490033837581e-11,0.06598922764842809,1.0945951112598708e-19,1.3546701452028124e-05,3.0008692604592454e-10,8.907840513603648e-18
1.4417553779739446e-09,0.08314471999999999,2.3254711445287742e-06,0.00015910563831254238,2.2584402060654003e-07,8.747937374048777e-08,8.120559728542494e-06,1.0933972480584757e-07,2.5279159176526036e-10,2.584828869839277e-10,-3.252461059436714e-27,4.273905029895791e-24,7.275258585288744e-10,0.054,0.0,0.0,0.05880170670126317,0.8799196145557304,1.5762087689511567e-06,8.954191831443548e-16,2.1541914800384627e-11,0.06598921795082201,1.105010039684956e-19,1.3555875884382648e-05,3.0174130423379067e-10,8.98689492550469e-18
1.4434025034466496e-09,0.08314471999999999,2.3254629886877725e-06,0.0001592832490205792,2.2561555572702267e-07,8.760655850072801e-08,8.130128307762035e-06,1.0970291861226818e-07,2.5418706579722487e-10,2.5908051135643077e-10,1.2582133664562177e-26,-5.2461637901466865e-24,7.294789325382769e-10,0.054,0.0,0.0,0.05880151010657797,0.8799195230030133,1.5815705651537103e-06,9.037552172503015e-16,2.1679629447102978e-11,0.0659892082518774,1.1161412562084946e-19,1.3565030255299901e-05,3.034027664023469e-10,9.066522303814072e-18
1.4450496289193546e-09,0.08314471999999999,2.3254548340454546e-06,0.0001594608470105368,2.2538769430542339e-07,8.773374135845054e-08,8.139696833175163e-06,1.1006688634759676e-07,2.555885251727111e-10,2.596788042990695e-10,-4.45658349664175e-28,4.393223380857363e-24,7.314348016027653e-10,0.054,0.0,0.0,0.05880131354332623,0.8799194314509178,1.5869438207289406e-06,9.121596084069426e-16,2.1818046945852643e-11,0.06598919855159358,1.12727148876508e-19,1.3574164564135108e-05,3.0507133422119923e-10,9.14676759398836e-18
1.4466967543920596e-09,0.08314471999999999,2.325446680601932e-06,0.00015963843228025066,2.2516043404555274e-07,8.786092197331333e-08,8.14926530699083e-06,1.1043162877928478e-07,2.569959882447042e-10,2.602777658051968e-10,9.793528848336483e-27,-3.14823728207661e-24,7.333934606254478e-10,0.054,0.0,0.0,0.058801117011510605,0.8799193398994437,1.5923285383996045e-06,9.206328460397824e-16,2.1957169970580416e-11,0.06598918884996977,1.138572165625923e-19,1.3583278810345566e-05,3.067470293997379e-10,9.227642607620577e-18
1.4483438798647646e-09,0.08314471999999999,2.325438528357317e-06,0.00015981600482756789,2.249337726625565e-07,8.79881000057042e-08,8.158833731408094e-06,1.1079714667469907e-07,2.5840947340003017e-10,2.608773958682761e-10,1.4393114413327904e-27,2.6000097483054765e-24,7.35354904491026e-10,0.054,0.0,0.0,0.058800920511133316,0.8799192483485914,1.5977247208328535e-06,9.291754339724993e-16,2.2097001201865235e-11,0.06598917914700526,1.1496959545542137e-19,1.3592372993490625e-05,3.0842987368715337e-10,9.309139041227079e-18
1.4499910053374695e-09,0.08314471999999999,2.3254303773117113e-06,0.00015999356465032412,2.2470770788285016e-07,8.811527511668254e-08,8.168402108616173e-06,1.1116344080112151e-07,2.5982899905937794e-10,2.614776944818402e-10,8.723102561597142e-27,-2.3761796696768905e-24,7.373191280659338e-10,0.054,0.0,0.0,0.058800724042196176,0.8799191567983603,1.6031323706402661e-06,9.377878689022902e-16,2.2237543326925294e-11,0.06598916944269938,1.1610767755984632e-19,1.3601447113231693e-05,3.1011988887245634e-10,9.3912445166042e-18
1.4516381308101745e-09,0.08314471999999999,2.3254222274652105e-06,0.0001601711117464654,2.2448223744404963e-07,8.824244696797245e-08,8.177970440794453e-06,1.1153051192574868e-07,2.612545836773165e-10,2.6207866163945793e-10,2.6397684547154974e-27,2.0512294878058297e-24,7.392861261983343e-10,0.054,0.0,0.0,0.058800527604701086,0.8799190652487503,1.6085514903778681e-06,9.464706380065424e-16,2.237879903962516e-11,0.06598915973705131,1.1725074214731232e-19,1.3610501169332229e-05,3.1181709678449783e-10,9.473971193798688e-18
1.4532852562828795e-09,0.08314471999999999,2.3254140788179016e-06,0.0001603486461139943,2.242573590948979e-07,8.836961522200901e-08,8.187538730112571e-06,1.1189836081569221e-07,2.626862457423121e-10,2.626802973347611e-10,7.850898367685016e-27,-1.7154920823019326e-24,7.412558937181325e-10,0.054,0.0,0.0,0.0588003311986498,0.8799189736997616,1.613982082546159e-06,9.552242334441438e-16,2.252077104048291e-11,0.0659891500300604,1.184154963310611e-19,1.3619535161657629e-05,3.135215192919979e-10,9.557329240409047e-18
1.4549323817555845e-09,0.08314471999999999,2.325405931369866e-06,0.00016052616775098652,2.2403307059518998e-07,8.849677954195478e-08,8.197106978730438e-06,1.1226698823797861e-07,2.641240037767477e-10,2.632826015614625e-10,3.514208827133129e-27,1.4752727933292098e-24,7.432284254370834e-10,0.054,0.0,0.0,0.05880013482404396,0.8799188821513939,1.6194241495901375e-06,9.640491586743785e-16,2.2663462036677215e-11,0.06598914032172587,1.195791470435644e-19,1.362854909017521e-05,3.1523317830356734e-10,9.641324667634612e-18
1.4565795072282894e-09,0.08314471999999999,2.3253977851211826e-06,0.00016070367665554032,2.238093697157031e-07,8.862393959168408e-08,8.206675188798266e-06,1.1263639495954945e-07,2.655678763369458e-10,2.638855743133595e-10,7.350922844927606e-27,-1.2952999048406787e-24,7.452037161489475e-10,0.054,0.0,0.0,0.05879993848088496,0.8799187906036472,1.6248776938993334e-06,9.729459223834571e-16,2.2806874742054446e-11,0.065989130612047,1.207585996798838e-19,1.3637542954954134e-05,3.1695209576772887e-10,9.72595424732422e-18
1.4582266327009944e-09,0.08314471999999999,2.3253896400719215e-06,0.00016088117282581985,2.2358625423812814e-07,8.875109503576324e-08,8.216243362456645e-06,1.1300658174726105e-07,2.6701788201318756e-10,2.6448921558431454e-10,4.134858044433183e-27,1.1353040518435455e-24,7.471817606295914e-10,0.054,0.0,0.0,0.05879974216917404,0.8799186990565213,1.630342717807837e-06,9.819150315642196e-16,2.295101187713577e-11,0.0659891209010231,1.2194243604239494e-19,1.3646516756165424e-05,3.186782936729386e-10,9.811222138726571e-18
1.4598737581736994e-09,0.08314471999999999,2.3253814962221454e-06,0.00016105865625989091,2.2336372195500554e-07,8.887824553944267e-08,8.225811501836542e-06,1.1337754936788456e-07,2.684740394297309e-10,2.6509352536823734e-10,1.9071211644109842e-26,-2.0950775243127636e-23,7.4916255363702e-10,0.054,0.0,0.0,0.05879954588891167,0.8799186075100162,1.6358192235943266e-06,9.909569861939197e-16,2.3095876169124253e-11,0.06598911118865339,1.232171207406861e-19,1.3655470494081894e-05,3.2041179404760876e-10,9.897107533365838e-18
